booking_id,airline,source_city,destination_city,ticket_class,stops,date_of_booking,dep_time,duration,days_until_flight,ticket_price,app_name,app_category,app_rating,reviews,app_size,installs,app_price,content_rating,last_updated,supported_device
BK04258,Emirates,Quetta,Dubai,Economy,1 stop,23/07/2024,10:10,12h 25m,108,32775,Beck-Flores App,Entertainment,4.4,1729102,81.4M,"500,000+",0,Adults Only 18+,"February 10, 2022",Both
BK02039,PIA,Lahore,Dubai,First,2 stops,25/10/2021,15:10,1h,163,167224,"Howe, Kelly and Allison App",Health,2.7,1912174,,"50,000+",0,Mature 17+,"January 21, 2024",Android
BK05541,Turkish Airlines,Karachi,New York,Economy,1 stop,16/03/2024,08:00,13h 50m,153,27000,Webb-Edwards App,Social,2.7,3848355,803k,"100,000+",0,Teen,"October 12, 2021",Both
BK00573,FlyJinnah,Lahore,Kuala Lumpur,Economy,1 stop,18/07/2021,10:20,7h 25m,127,14269,"Graham, Steele and Keller App",Health,2.0,2612465,226k,"10,000,000+",0,Everyone,"April 3, 2021",iOS
BK07424,Turkish Airlines,Islamabad,London,Economy,1 stop,04/09/2021,04:50,17h 10m,139,5000,Williams Ltd App,Travel,5.0,1091634,67.1M,"5,000+",0,Everyone,"November 4, 2021",Both
BK04773,AirBlue,Quetta,Dubai,Business,non-stop,12/05/2023,01:00,10h 50m,89,81379,Johnson-Mcfarland App,Finance,3.9,907354,,"500,000+",0,Everyone,"January 3, 2021",iOS
BK05975,Turkish Airlines,Quetta,Kuala Lumpur,Economy,non-stop,19/09/2021,04:00,10h 30m,30,26685,Johnson Ltd App,Education,1.4,1148481,,"50,000+",0,Everyone,"October 15, 2024",Android
BK04272,FlyJinnah,Multan,Kuala Lumpur,Economy,3 stops,15/10/2022,05:20,10h 45m,50,16036,"Williams, King and Lewis App",Entertainment,3.2,116352,183k,"10,000+",$2.99,Mature 17+,"April 26, 2022",Android
BK00235,Emirates,Peshawar,New York,Economy,1 stop,10/05/2023,06:10,4h 30m,79,31722,Mcknight-Edwards App,Education,3.3,3343891,7.3M,"10,000+",0,Everyone,"October 18, 2022",iOS
BK01889,SereneAir,Multan,Kuala Lumpur,Economy,1 stop,27/10/2021,20:50,4h 25m,7,23433,"Barnett, Rush and Warner App",Social,,875055,64.6M,"50,000+",0,Everyone,"July 25, 2022",iOS
BK04003,FlyJinnah,Quetta,Istanbul,Economy,1 stop,01/08/2024,22:20,1h 20m,87,12612,"Anderson, Boyd and Caldwell App",Finance,5.0,3655349,57.8M,"500,000+",0,Teen,"April 1, 2024",Android
BK06162,Turkish Airlines,Lahore,Istanbul,Business,1 stop,14/10/2024,04:45,1h 50m,102,79038,"Torres, Cooper and Larson App",Business,4.4,1866965,45.0M,"50,000+",0,Everyone,"July 8, 2022",Both
BK03659,Turkish Airlines,Quetta,Kuala Lumpur,Economy,non-stop,07/02/2022,05:45,10h 20m,179,35377,"Payne, Williams and Matthews App",Travel,1.5,1934273,268k,"10,000+",0,Teen,"March 21, 2022",iOS
BK05217,SereneAir,Karachi,London,Economy,2 stops,01/08/2021,11:20,15h 25m,169,16132,Hawkins-Daniels App,Finance,4.6,1321536,68.0M,"5,000+",0,Everyone,"April 19, 2024",Both
BK04881,AirBlue,Quetta,Dubai,Economy,1 stop,19/07/2023,18:45,15h 30m,1,23075,Harris Inc App,Lifestyle,1.2,66071,987k,"1,000,000+",$0.99,Teen,"June 22, 2022",iOS
BK07198,PIA,Karachi,Kuala Lumpur,Business,non-stop,14/09/2023,20:15,15h 20m,113,78701,Daniels-White App,Education,4.3,2415509,804k,"10,000+",0,Mature 17+,"December 16, 2020",Android
BK05899,PIA,Karachi,London,Economy,non-stop,06/02/2023,19:20,1h 15m,119,14253,"Alexander, May and Wright App",Social,4.7,1676882,51.4M,"50,000+",0,Everyone,"December 24, 2024",Both
BK00889,AirBlue,Peshawar,New York,Economy,non-stop,27/04/2022,23:45,1h 25m,26,35244,"Miller, Lopez and Payne App",Finance,4.6,3262958,76.0M,"100,000+",0,Teen,"February 19, 2023",Both
BK07532,FlyJinnah,Multan,London,First,1 stop,28/08/2023,02:20,3h 30m,,144831,Gibson-Boone App,Business,2.4,2514654,582k,"100,000+",0,Everyone,"June 20, 2024",Both
BK05496,SereneAir,Lahore,Istanbul,Business,1 stop,15/10/2022,15:50,4h 15m,173,81676,Jackson-Archer App,Social,4.6,,869k,"100,000+",0,Mature 17+,"February 24, 2023",Both
BK04425,Emirates,Peshawar,Toronto,Economy,1 stop,10/01/2021,14:20,1h 30m,60,22700,Baker-Hays App,Finance,3.8,,11.1M,"100,000+",$1.49,Everyone,"April 20, 2023",Both
BK02855,SereneAir,Multan,London,Economy,non-stop,06/04/2022,01:50,3h 50m,132,12475,"Brown, Mills and Lyons App",Lifestyle,3.9,3970909,206k,"1,000,000+",0,Teen,"September 1, 2020",Android
BK07659,AirBlue,Islamabad,London,Economy,1 stop,09/07/2022,23:30,1h 20m,152,12363,"White, Jones and Burch App",Education,1.6,2806033,190k,"5,000,000+",0,Everyone,"November 27, 2023",Both
BK06592,AirBlue,Lahore,Istanbul,Economy,non-stop,18/03/2022,18:15,13h 15m,37,33075,Hall PLC App,Social,4.4,3316223,86.2M,"5,000,000+",$2.99,Everyone,"January 25, 2022",Android
BK04531,PIA,Multan,Toronto,Economy,1 stop,19/07/2023,06:10,15h 10m,50,23220,"Mata, Jones and Flowers App",Finance,3.1,2767455,,"5,000+",0,Adults Only 18+,"April 4, 2023",Android
BK06230,FlyJinnah,Quetta,London,First,1 stop,28/12/2024,03:45,11h 30m,,149267,Davis Inc App,Business,4.4,2685319,742k,"10,000+",0,Everyone,"January 11, 2024",Android
BK03615,Emirates,Quetta,New York,Economy,2 stops,12/11/2023,10:15,8h,124,20586,Sawyer-Baxter App,Travel,3.9,3075456,48.2M,"5,000+",$2.99,Everyone,"December 19, 2022",Both
BK02421,FlyJinnah,Lahore,Istanbul,Economy,1 stop,24/04/2024,13:20,7h 55m,59,14959,"Harrison, Wallace and Carr App",Education,3.6,,768k,"10,000+",0,Teen,"January 25, 2022",Android
BK00141,PIA,Islamabad,Toronto,Business,1 stop,24/04/2021,09:10,8h 50m,8,86239,Baker Inc App,Lifestyle,1.2,3821357,34.8M,"100,000+",0,Everyone,"May 10, 2024",iOS
BK00734,PIA,Peshawar,Kuala Lumpur,Economy,non-stop,16/04/2022,22:45,1h 15m,33,7005,Caldwell-Bishop App,Lifestyle,3.5,371134,9.3M,,$2.99,Everyone,"February 17, 2022",Android
BK03430,SereneAir,Karachi,New York,Economy,1 stop,19/09/2022,14:30,1h,82,20692,Dawson and Sons App,Education,1.4,1936990,6.3M,"50,000+",0,Mature 17+,"May 27, 2023",Android
BK06726,Emirates,Peshawar,New York,Economy,2 stops,13/05/2022,10:45,,176,15001,Jones LLC App,Lifestyle,1.3,2000375,999k,"10,000+",0,Everyone,"May 22, 2020",Both
BK04992,AirBlue,Peshawar,New York,Economy,non-stop,11/11/2023,13:00,7h 55m,71,18325,"Finley, Stone and Lopez App",Lifestyle,2.5,3206777,925k,"500,000+",0,Mature 17+,"August 18, 2023",iOS
BK05257,AirBlue,Peshawar,Dubai,Economy,1 stop,22/03/2022,23:00,17h 50m,94,11752,"Thomas, Thomas and Cunningham App",Education,2.3,4707818,77.5M,"500,000+",$0.99,Everyone,"October 14, 2020",Both
BK04473,Emirates,Islamabad,Istanbul,Business,non-stop,20/07/2024,04:50,3h 10m,49,-500,Miller Ltd App,Finance,4.0,1479545,94.8M,"500,000+",0,Teen,"December 28, 2021",iOS
BK02489,AirBlue,Peshawar,London,Economy,3 stops,27/07/2023,03:45,4h 50m,154,29502,Small-Martin App,Education,3.2,3796475,846k,"50,000+",0,Everyone,"July 10, 2022",Android
BK01327,SereneAir,Multan,Toronto,First,1 stop,14/05/2024,07:30,17h 15m,56,170447,Ponce-Barrett App,Travel,2.3,4426676,57.4M,"500,000+",0,Adults Only 18+,"August 14, 2022",Both
BK00652,Emirates,Lahore,New York,Economy,non-stop,22/01/2022,18:50,10h 15m,59,34289,"Willis, Anderson and Andrade App",Education,3.4,2244013,76.3M,"5,000+",0,Teen,"September 12, 2022",Android
BK05678,SereneAir,Islamabad,New York,Business,non-stop,26/04/2023,19:50,,48,85959,"Anderson, Lopez and Day App",Lifestyle,3.8,3777992,29.6M,"50,000+",$1.49,Everyone,"December 7, 2021",iOS
BK07172,PIA,Islamabad,Toronto,Economy,non-stop,26/09/2022,04:00,4h 30m,74,13158,Black-Hernandez App,Social,4.6,2811427,48.5M,"50,000+",0,Everyone,"January 21, 2022",Android
BK07468,FlyJinnah,Peshawar,Dubai,Economy,2 stops,13/07/2023,23:15,15h 15m,154,36099,"Ayala, Lee and Willis App",Business,4.8,252879,44.4M,"5,000+",$1.49,Teen,"July 5, 2022",Both
BK02397,Emirates,Karachi,Toronto,Economy,non-stop,02/01/2023,03:20,17h,136,34152,Weber Group App,Finance,3.1,2666083,73.7M,"1,000+",0,Everyone,"September 18, 2021",Both
BK07224,FlyJinnah,Islamabad,Kuala Lumpur,Economy,2 stops,24/10/2023,04:20,8h 55m,124,19945,Blackwell PLC App,Education,1.9,4816097,88.2M,"10,000+",0,Everyone,"November 19, 2023",Both
BK00163,SereneAir,Peshawar,Toronto,Business,1 stop,27/06/2021,00:15,9h 10m,116,75708,"Davila, Maxwell and Paul App",Travel,2.4,705128,901k,"100,000+",0,Mature 17+,"April 21, 2020",Android
BK05545,Emirates,Karachi,Toronto,Economy,1 stop,13/01/2022,16:20,16h 55m,104,25223,Duncan and Sons App,Health,4.5,1451240,,"500,000+",$0.99,Everyone,"September 19, 2024",Android
BK01940,SereneAir,Islamabad,Kuala Lumpur,Economy,non-stop,05/10/2022,18:10,10h 55m,39,28971,Clark-Webster App,Social,2.5,512357,57.3M,"5,000,000+",0,Everyone,"August 9, 2024",Android
BK01358,AirBlue,Peshawar,Dubai,Economy,1 stop,19/06/2022,17:20,12h 10m,126,19287,"Gibson, Carey and Saunders App",Travel,3.2,2039905,108k,"100,000+",0,Everyone,"January 16, 2023",Both
BK07358,PIA,Quetta,Toronto,Business,2 stops,14/06/2024,17:50,12h,,78517,Crawford-Patterson App,Education,4.3,855867,47.2M,"50,000+",0,Teen,"May 21, 2021",iOS
BK06582,FlyJinnah,Karachi,Kuala Lumpur,Economy,non-stop,13/04/2024,07:10,17h 30m,25,23870,Sanchez and Sons App,Health,2.2,4817556,599k,"50,000+",0,Everyone,"August 1, 2024",iOS
BK00705,Emirates,Islamabad,Toronto,Economy,2 stops,23/06/2023,14:15,7h 15m,33,23344,Avila LLC App,Health,,1812824,13.0M,"500,000+",0,Teen,"May 6, 2021",iOS
BK07577,SereneAir,Islamabad,New York,Economy,non-stop,19/01/2021,13:15,7h 20m,117,20547,"Monroe, Knight and Herrera App",Lifestyle,6.0,2145198,66.5M,"500,000+",0,Everyone,"January 15, 2020",Both
BK01565,PIA,Quetta,Toronto,Economy,1 stop,20/12/2023,13:30,17h 30m,31,27164,Mcdowell-Thompson App,Entertainment,,1685785,97.8M,"100,000+",$1.49,Mature 17+,"December 4, 2023",iOS
BK00168,Emirates,Karachi,New York,Economy,1 stop,03/04/2022,18:50,17h 55m,155,11288,Payne LLC App,Business,4.8,1261476,202k,"50,000+",0,Everyone,"June 26, 2020",Both
BK05360,AirBlue,Lahore,Istanbul,Business,non-stop,14/11/2023,04:50,18h 45m,,68828,"Taylor, Wright and Warner App",Entertainment,1.1,2760760,34.0M,"100,000+",0,Everyone,"January 20, 2024",iOS
BK00972,PIA,Quetta,Dubai,Economy,2 stops,18/01/2021,01:15,,18,12849,Huffman-Barron App,Social,1.4,4667152,6.6M,"500,000+",$1.49,Teen,"February 18, 2021",Android
BK05053,FlyJinnah,Islamabad,Toronto,economy,non-stop,06/11/2024,08:30,3h 55m,,16112,May Ltd App,Education,3.4,4029874,436k,"100,000+",0,Teen,"November 21, 2022",Android
BK06671,PIA,Islamabad,Dubai,Economy,1 stop,23/03/2022,18:45,7h 10m,118,32378,"Garcia, Rios and Bates App",Health,1.6,3292708,187k,"500,000+",0,Teen,"February 1, 2021",Android
BK03525,Emirates,Islamabad,Istanbul,Economy,1 stop,12/07/2024,23:10,10h 55m,8,35326,Hardin-Acosta App,Education,3.2,4224705,723k,"50,000+",0,Adults Only 18+,"February 26, 2021",iOS
BK02064,AirBlue,Lahore,London,Business,1 stop,03/01/2023,15:30,10h 25m,64,64963,Stevenson and Sons App,Entertainment,3.4,4817724,,"50,000+",0,Teen,"September 19, 2021",Android
BK02658,Emirates,Islamabad,Kuala Lumpur,Economy,non-stop,20/09/2024,15:50,13h 55m,165,28597,Harrison-Kim App,Business,2.8,2342375,501k,"50,000+",$2.99,Mature 17+,"February 2, 2020",Both
BK04968,FlyJinnah,Lahore,Istanbul,Economy,2 stops,07/09/2024,19:00,12h,150,5000,Olsen PLC App,Health,,2973398,90.6M,"1,000,000+",$0.99,Everyone,"June 2, 2023",iOS
BK00189,Emirates,Quetta,Dubai,Business,2 stops,02/01/2024,03:45,3h 15m,27,84842,"Hughes, Cherry and Murray App",Education,1.9,47313,10.4M,"500,000+",0,Everyone,"October 3, 2023",Android
BK07102,PIA,Islamabad,Istanbul,Economy,1 stop,08/04/2024,05:00,2h 55m,133,26431,"Gallagher, Stewart and Molina App",Finance,3.8,1880494,320k,"1,000,000+",0,Everyone,"March 28, 2023",Android
BK06894,Turkish Airlines,Lahore,New York,Economy,non-stop,26/04/2023,21:15,5h 15m,10,27354,"Hood, Johnson and Martin App",Entertainment,1.1,1947304,74.2M,"10,000+",0,Mature 17+,"June 27, 2024",Android
BK00522,SereneAir,Karachi,Toronto,Economy,non-stop,01/02/2021,16:10,12h 50m,37,25137,Williamson and Sons App,Entertainment,4.1,1161103,274k,"50,000+",$2.99,Everyone,"August 22, 2022",Both
BK07022,PIA,Lahore,Kuala Lumpur,Business,1 stop,13/09/2022,00:10,13h 10m,166,79469,"Jimenez, Suarez and Mcdonald App",Health,3.3,4598118,951k,"50,000+",0,Mature 17+,"February 5, 2020",Android
BK07885,Emirates,Karachi,London,Economy,non-stop,01/02/2024,18:15,5h 30m,16,20837,"Pittman, Martinez and Fields App",Education,1.1,3530993,932k,,$2.99,Everyone,"October 14, 2021",Both
BK07401,SereneAir,Peshawar,Dubai,Economy,1 stop,04/10/2023,06:10,1h 15m,79,10971,Mora and Sons App,Travel,2.8,2791939,12.4M,"10,000,000+",0,Everyone,"September 28, 2021",Both
BK06109,PIA,Peshawar,Istanbul,Economy,non-stop,24/06/2021,05:30,7h 30m,124,26205,Young Inc App,Education,2.6,4340247,11.4M,"50,000+",0,Teen,"November 6, 2023",Both
BK05630,SereneAir,Islamabad,Toronto,Economy,2 stops,09/07/2023,22:00,9h 55m,164,21882,"Washington, Johnson and Ellis App",Education,4.4,679993,476k,"500,000+",0,Everyone,"December 3, 2023",iOS
BK00694,AirBlue,Quetta,Istanbul,Economy,1 stop,01/04/2021,18:50,3h 50m,139,11140,Freeman PLC App,Lifestyle,4.5,1512515,125k,"10,000+",0,Everyone,"January 7, 2021",iOS
BK05867,AirBlue,Lahore,New York,Business,non-stop,20/12/2023,16:45,16h,,85363,"Stevens, Vaughn and Vasquez App",Business,4.8,3260421,98.7M,"1,000+",0,Everyone,"March 28, 2024",Both
BK06605,PIA,Islamabad,Istanbul,Economy,3 stops,10/12/2022,12:30,5h 20m,76,18447,Gomez Inc App,Social,2.1,562276,210k,"100,000+",$0.99,Everyone,"September 20, 2022",iOS
BK01791,Turkish Airlines,Multan,Dubai,Business,non-stop,16/12/2022,12:10,12h 25m,91,75251,Dickson-Owen App,Education,4.8,764502,92.8M,,0,Everyone,"July 26, 2024",Both
BK04493,FlyJinnah,Quetta,Kuala Lumpur,Economy,non-stop,03/10/2021,15:00,8h 10m,21,34447,Parker-Avila App,Health,3.9,704428,65.0M,"100,000+",0,Everyone,"October 9, 2020",Both
BK04854,FlyJinnah,Peshawar,Istanbul,Economy,1 stop,21/09/2021,08:20,6h 30m,82,16745,Dominguez-Villanueva App,Travel,2.3,1676532,37.9M,"10,000+",0,Everyone,"January 8, 2024",Android
BK05461,FlyJinnah,Karachi,Istanbul,Economy,non-stop,21/07/2023,12:45,12h 20m,154,11146,Hall PLC App,Entertainment,3.6,2003592,40.6M,"50,000+",0,Everyone,"August 23, 2024",Android
BK03813,Turkish Airlines,Quetta,London,Business,1 stop,25/08/2023,01:00,1h 20m,161,80919,Ingram Group App,Health,1.6,,,"50,000+",0,Everyone,"April 22, 2021",Both
BK01703,Turkish Airlines,Peshawar,Toronto,Business,2 stops,02/07/2023,13:00,18h 50m,18,77917,"Sharp, Cooper and Walker App",Business,1.6,2350687,29.1M,"100,000+",0,Adults Only 18+,"November 1, 2024",iOS
BK07514,FlyJinnah,Karachi,Kuala Lumpur,First,2 stops,03/12/2023,07:15,15h 25m,97,145361,"Reed, Cox and Park App",Business,2.9,1275033,59.2M,"5,000+",$0.99,Mature 17+,"April 6, 2022",iOS
BK00496,SereneAir,Quetta,Toronto,Economy,1 stop,02/06/2021,05:30,4h 25m,39,16713,Oliver-Ruiz App,Education,1.2,,65.7M,"50,000+",0,Adults Only 18+,"March 9, 2024",Android
BK03035,PIA,Islamabad,Kuala Lumpur,Economy,1 stop,06/07/2024,09:50,8h 30m,17,25065,Moses-Diaz App,Health,2.0,386177,60.1M,"5,000,000+",$4.99,Everyone,"March 14, 2021",iOS
BK01838,SereneAir,Islamabad,New York,Economy,non-stop,07/07/2021,01:30,11h 55m,107,19069,Russell Ltd App,Travel,1.5,1357337,604k,"500,000+",0,Everyone,"November 2, 2023",Android
BK06031,PIA,Lahore,Toronto,Economy,1 stop,24/09/2022,19:45,18h 30m,,25760,Williams Ltd App,Social,1.2,4775037,875k,"50,000+",0,Everyone,"August 17, 2020",Android
BK04891,AirBlue,Multan,New York,Business,non-stop,24/11/2022,17:50,12h 15m,15,78542,Maxwell Group App,Entertainment,4.5,479561,76.3M,"5,000,000+",0,Teen,"June 9, 2024",Android
BK05792,AirBlue,Peshawar,Toronto,Economy,1 stop,07/09/2024,16:30,5h 50m,106,36703,Cooper Ltd App,Social,,1763280,98.4M,"5,000+",0,Everyone,"January 23, 2021",Android
BK00534,PIA,Karachi,New York,Economy,1 stop,02/08/2023,21:30,14h 10m,40,24167,"Richardson, Leblanc and Collins App",Social,4.0,3917988,75.1M,"1,000,000+",0,Mature 17+,"March 12, 2024",Android
BK00772,Turkish Airlines,Quetta,London,Economy,non-stop,04/10/2024,07:50,6h 20m,132,23334,Jimenez-Fisher App,Health,1.2,388843,72.0M,"100,000+",0,Mature 17+,"July 9, 2022",iOS
BK04740,AirBlue,Islamabad,London,Economy,non-stop,05/12/2024,14:20,14h 15m,,24733,Deleon and Sons App,Social,4.8,4511209,9.3M,"50,000+",0,Teen,"June 8, 2021",Both
BK05321,SereneAir,Lahore,Istanbul,Economy,2 stops,20/07/2021,06:15,8h 30m,53,18416,Hawkins-Diaz App,Education,3.9,106087,536k,"500,000+",0,Everyone,"May 13, 2022",Android
BK06861,SereneAir,Karachi,Istanbul,Economy,1 stop,23/05/2022,10:00,15h 30m,57,33574,Harrington and Sons App,Education,2.8,1859825,92.0M,"100,000+",0,Everyone,"June 16, 2020",iOS
BK01894,SereneAir,Quetta,New York,Business,1 stop,08/08/2023,06:10,5h 45m,37,69147,Wilson-Stuart App,Finance,3.4,4521033,2.7M,"5,000+",0,Teen,"November 3, 2024",Android
BK06797,SereneAir,Lahore,Istanbul,Economy,non-stop,24/10/2023,00:00,7h 50m,65,24160,Morris-Reid App,Travel,3.6,4106465,9.5M,"1,000+",0,Adults Only 18+,"November 15, 2023",iOS
BK05854,PIA,Peshawar,Toronto,Economy,1 stop,06/12/2023,05:30,4h,127,16145,Odonnell-Holland App,Entertainment,2.9,,86.8M,"5,000+",0,Adults Only 18+,"September 11, 2021",Both
BK07521,PIA,Karachi,Istanbul,Economy,2 stops,09/09/2022,04:10,16h 45m,121,15559,Hill-Palmer App,Lifestyle,1.6,2321782,64.7M,,0,Adults Only 18+,"March 5, 2021",Both
BK04688,FlyJinnah,Karachi,Kuala Lumpur,Business,non-stop,08/02/2022,17:15,13h 20m,32,79802,James-Martinez App,Social,2.2,4796897,52.7M,"100,000+",0,Adults Only 18+,"May 19, 2024",Android
BK06657,Turkish Airlines,Islamabad,New York,Economy,1 stop,05/02/2023,05:00,10h 50m,88,32264,"Grant, Bailey and Holmes App",Entertainment,4.8,627334,63.3M,"100,000+",0,Everyone,"February 22, 2021",iOS
BK04262,SereneAir,Multan,Kuala Lumpur,Business,1 stop,22/10/2022,05:50,17h,81,62088,"Nichols, Welch and Johnson App",Finance,4.2,4356695,532k,"1,000,000+",0,Everyone,"September 14, 2020",iOS
BK00643,Turkish Airlines,Karachi,Istanbul,First,2 stops,16/05/2022,09:20,2h 20m,,149155,Ellis LLC App,Entertainment,,2506260,86.7M,"100,000+",0,Teen,"November 19, 2023",Both
BK03183,PIA,Multan,Istanbul,Economy,1 stop,16/05/2022,17:50,13h 20m,173,28516,Walker-Jimenez App,Lifestyle,4.4,,82.3M,"1,000+",$0.99,Everyone,"September 19, 2021",Android
BK04329,Emirates,Multan,Toronto,First,non-stop,04/12/2021,09:00,15h 25m,75,151051,Brewer-Schmidt App,Entertainment,3.2,1933579,36.1M,"1,000,000+",0,Everyone,"March 22, 2020",iOS
BK01262,Turkish Airlines,Peshawar,Dubai,Business,non-stop,17/03/2021,23:20,7h 25m,23,88593,Juarez LLC App,Health,,795437,59.5M,"5,000+",$0.99,Everyone,"October 23, 2024",Android
BK07593,PIA,Lahore,Istanbul,Economy,1 stop,22/03/2022,01:20,17h 30m,17,11353,Mcclain-Day App,Finance,4.0,343235,76.6M,"100,000+",$0.99,Everyone,"November 4, 2021",Android
BK07398,FlyJinnah,Karachi,Istanbul,Economy,non-stop,07/10/2022,08:30,18h 15m,124,29082,Harvey Inc App,Business,4.4,2367586,10.1M,,0,Everyone,"March 13, 2021",Android
BK05355,Emirates,Peshawar,New York,Economy,non-stop,25/04/2023,18:00,2h 25m,74,12695,"Berry, Allen and Walsh App",Education,4.1,616679,752k,"50,000+",$2.99,Everyone,"February 4, 2020",Android
BK03412,AirBlue,Karachi,London,Business,1 stop,20/07/2024,14:10,15h 25m,162,76137,Leon Inc App,Education,3.7,4886833,30.9M,"500,000+",0,Mature 17+,"February 5, 2024",Both
BK04314,Turkish Airlines,Multan,Toronto,First,non-stop,24/12/2022,16:45,15h 55m,22,161284,"Burton, Miller and Watkins App",Health,,3112542,96.5M,"50,000+",0,Mature 17+,"August 3, 2020",iOS
BK05456,Turkish Airlines,Multan,Kuala Lumpur,Economy,non-stop,10/05/2024,09:30,9h,122,41496,"Wu, Taylor and Williams App",Entertainment,1.9,657581,8.8M,"50,000+",$0.99,Everyone,"June 18, 2022",Both
BK02243,Turkish Airlines,Lahore,Dubai,Economy,1 stop,16/12/2023,14:10,3h 10m,73,13543,"Ruiz, Rice and Stuart App",Business,3.3,169755,8.1M,"500,000+",0,Teen,"November 21, 2024",iOS
BK03926,FlyJinnah,Islamabad,Toronto,Business,1 stop,13/12/2022,21:20,2h 55m,6,71044,Young-Washington App,Travel,4.7,875107,10.7M,"50,000+",0,Everyone,"November 24, 2023",Android
BK03811,AirBlue,Lahore,New York,Business,non-stop,05/03/2023,08:50,4h 55m,81,73140,"Rogers, Castro and Perez App",Entertainment,,322717,97.1M,"10,000+",0,Everyone,"November 17, 2024",iOS
BK00073,SereneAir,Karachi,Istanbul,First,1 stop,19/09/2023,03:45,,172,152508,"Jackson, Sparks and Everett App",Finance,,2205451,619k,"5,000,000+",$1.49,Adults Only 18+,"April 15, 2022",Both
BK04977,Turkish Airlines,Karachi,Kuala Lumpur,Business,1 stop,14/10/2021,01:30,11h 15m,,64296,Medina-Coleman App,Finance,,1761764,840k,"1,000+",$0.99,Mature 17+,"February 3, 2022",Android
BK05745,Emirates,Karachi,Kuala Lumpur,Economy,1 stop,23/06/2022,11:20,17h 10m,1,19853,Miles Ltd App,Social,3.4,1695253,,"50,000+",$1.49,Everyone,"October 22, 2021",Android
BK04042,SereneAir,Quetta,Toronto,Economy,2 stops,20/03/2023,16:50,13h 10m,116,15482,"Barrett, Bell and Parker App",Entertainment,2.9,909219,16.0M,"100,000+",$0.99,Mature 17+,"May 6, 2023",Android
BK00305,Emirates,Quetta,Dubai,Economy,1 stop,25/10/2023,15:50,,62,19501,Riggs Inc App,Entertainment,4.3,1957930,234k,"500,000+",0,Everyone,"November 17, 2023",Android
BK03055,PIA,Multan,New York,Business,non-stop,24/02/2024,10:15,12h 45m,154,82345,Good-Ortiz App,Education,4.3,347999,592k,"5,000+",0,Mature 17+,"October 28, 2020",Android
BK00050,PIA,Multan,Toronto,Economy,non-stop,02/10/2021,18:30,14h 55m,172,27933,Quinn Group App,Education,4.1,3231860,95.2M,,0,Everyone,"July 12, 2022",Android
BK05922,PIA,Peshawar,Dubai,Economy,1 stop,07/06/2023,00:00,18h 50m,49,23615,"Johnson, Norton and Gamble App",Entertainment,4.0,969992,35.3M,"100,000+",0,Teen,"August 20, 2022",iOS
BK00395,PIA,Peshawar,Dubai,Economy,1 stop,02/04/2021,16:10,14h,123,34037,Levine Group App,Education,1.1,1306186,311k,"1,000,000+",0,Everyone,"March 16, 2022",Both
BK02413,AirBlue,Peshawar,Kuala Lumpur,Business,non-stop,09/07/2024,22:30,18h,173,79227,Rodriguez Inc App,Lifestyle,,3198920,15.1M,"10,000+",0,Everyone,"August 22, 2024",Android
BK00277,FlyJinnah,Multan,London,First,3 stops,20/02/2021,13:15,15h 50m,152,147868,Strong Group App,Health,3.1,4701179,,"50,000+",$0.99,Teen,"July 14, 2022",Android
BK05707,AirBlue,Multan,Toronto,Economy,non-stop,22/01/2021,12:30,12h 30m,149,28456,Ford PLC App,Travel,,3488718,85.2M,"5,000+",$2.99,Mature 17+,"February 16, 2022",iOS
