customer_age,annual_income_k,credit_score,purchase_frequency,avg_transaction_value,days_since_last_purchase,total_return_amount,num_support_tickets,website_visits_30d,email_open_rate_pct,customer_lifetime_value,cancellation_risk_score,customer_segment,payment_method,subscription_tier,country_code,device_type,browser,gender,employment_status,marital_status,education_level,signup_date,last_login,subscription_end_date,customer_feedback,promo_code_used,referral_source,customer_status,timezone,newsletter_subscribed,messy_column_01,messy_column_02,messy_column_03,messy_column_04,messy_column_05,messy_column_06,messy_column_07,messy_column_08,messy_column_09,messy_column_10,messy_column_11,messy_column_12,messy_column_13,messy_column_14,messy_column_15,messy_column_16,messy_column_17,messy_column_18,messy_column_19,messy_column_20,messy_column_21,messy_column_22,messy_column_23,messy_column_24,messy_column_25,messy_column_26,messy_column_27,messy_column_28,messy_column_29,messy_column_30
35.0,66.9,,14.0,66.74,35.0,56.28,0.0,2.0,41.8,,41.2,Standard,Credit Card,expired,ES,Mobile,unknown,,N/A,,Associate,"Jul 22, 2024",2026-01-23 20:20:27,NULL,Could be better,None,Twitter,Inactive,MST,subscribed,,null,unknown,,missing,N/A,,???,NaN,unknown,unknown,NaN,N/A,???,NaN,NaN,NaN,???,,missing,N/A,,,NaN,,N/A,null,N/A,NaN,null
18.0,77.6,722.0,11.0,,75.0,110.07,,,46.5,,94.1,Unknown,NA,Basic,US,Android Phone,Opera,NA,pt,single (never married),bs,"Jul 27, 2025",2026-02-07 20:20:27,04/06/2026,Terrible support,INVALID,Email,Inactive,EST,0,unknown,missing,unknown,unknown,unknown,N/A,???,value_2,???,???,,,null,value_8,,NaN,null,value_10,,missing,null,missing,missing,unknown,unknown,,null,null,unknown,???
,20.0,707.0,12.0,119.22,14.0,65.38,0.0,1.0,49.6,376.94,85.6,Standard,crypto,Enterprise,AU,laptop,unknown,NA,?,single (never married),Master's,20260112,2026-02-03 20:20:27,20251222,So-so,SAVE20,Google,,GMT,1,null,missing,value_6,value_8,NaN,null,,value_4,N/A,missing,N/A,unknown,null,unknown,,???,NaN,unknown,,,NaN,missing,NaN,???,N/A,,,value_3,???,
41.0,20.0,648.0,18.0,18.36,53.0,52.78,8.0,1.0,39.4,499.21,26.6,Unknown,NA,Basic,FR,Android Phone,safari (old),male,pt,separated,Master's,,2026-01-23 20:20:27,2026-06-09,WILL NEVER BUY AGAIN,None,direct,pending,EST,,,unknown,value_3,value_6,N/A,missing,unknown,missing,NaN,null,,N/A,unknown,unknown,,unknown,N/A,,???,???,,unknown,value_1,,NaN,???,missing,missing,,missing
75.0,,665.0,18.0,67.57,26.0,,10.0,182.0,32.9,339.44,72.3,null,PayPal,basic+,es,Android Phone,Edge,,?,,ms,20260211,2026-02-13 20:20:27,NULL,Great product!,??,,pending,HST,F,unknown,???,,unknown,NaN,,,N/A,???,NaN,N/A,value_9,unknown,,,NaN,N/A,???,NaN,NaN,null,value_7,NaN,???,unknown,NaN,,,,???
56.0,35.8,640.0,12.0,,7.0,,1.0,1.0,32.4,223.6,92.4,Unknown,crypto,Free,JP,,Safari,NA,Retired,,Some College,,2026-02-01 20:20:27,2026-10-03,Great product!,,unknown,Active,,T,,,N/A,unknown,unknown,value_9,missing,N/A,null,N/A,N/A,NaN,N/A,missing,N/A,,unknown,value_4,missing,,,missing,null,???,missing,null,,null,N/A,NaN
18.0,156.7,693.0,,,,197.21,0.0,1.0,51.5,,,Standard,??,Pro,uk,PC,Opera,MALE,N/A,Single,phd,,2026-01-29 20:20:27,09/02/2026,Terrible support,None,direct,Active,,unsubscribed,value_1,missing,missing,,null,missing,,N/A,unknown,unknown,,null,value_2,NaN,???,,N/A,,,,null,,,value_5,value_6,???,unknown,,missing,missing
53.0,145.5,587.0,14.0,158.23,8.0,,9.0,1.0,,,4.7,Enterprise,Bank Transfer,Enterprise,N/A,Mobile (iOS),safari (old),Non-binary,Unemployed,single (never married),Some College,"Feb 08, 2026",2026-04-09 20:20:27,11/02/2026,N/A,,Podcast,pending,N/A,subscribed,missing,value_5,,unknown,value_9,,,N/A,,null,???,,,N/A,value_4,missing,NaN,NaN,unknown,,,unknown,,value_6,unknown,,value_4,???,value_2,NaN
18.0,46.8,657.0,12.0,351.55046573387745,,129.13,0.0,,34.8,,,Enterprise,,NULL,BR,Android Phone,Edge,FEMALE,Unemployed,NULL,Associate,12/03/2025,2026-02-13 20:20:27,NULL,★★★★☆,expired,unknown,active?,,unsubscribed,missing,NaN,value_4,value_10,,???,null,value_3,???,,N/A,???,,value_3,N/A,,,???,NaN,unknown,,,,NaN,value_4,null,value_4,null,unknown,value_10
56.0,24.4,672.0,20.0,,3.0,3.29,0.0,,18.5,2003.11,69.2,Standard,PayPal,Free,AU,,safari (old),NA,Full-time,Married,bs,2025-06-20,2026-03-12 20:20:27,02/22/2026,👍,??,direct,pending,GMT,T,missing,N/A,N/A,,,,N/A,unknown,missing,value_1,null,missing,NaN,null,,N/A,,N/A,???,N/A,value_5,NaN,,unknown,,NaN,,null,null,N/A
66.0,20.0,696.0,15.0,39.59,6.0,189.22,,7.0,39.4,251.06,24.6,,Credit Card,Pro,CA,Android Phone,null,male,ft,separated,ms,,2026-02-11 20:20:27,2026-01-08,not bad,None,Twitter,pending,HST,true,missing,,N/A,,,,unknown,,???,NaN,???,,???,value_1,,,null,,???,value_7,NaN,???,N/A,???,missing,unknown,N/A,value_2,???,NaN
50.0,,750.0,16.0,75.22,6.0,81.48,,4.0,34.6,,10.8,N/A,crypto,basic+,BR,Mobile (iOS),unknown,NA,unemployed,,bs,"May 13, 2024",invalid date,22/11/2025,NaN,FLASH50,Twitter,NULL,,1,,NaN,null,N/A,value_4,value_2,,,NaN,NaN,,unknown,unknown,,N/A,null,NaN,NaN,missing,unknown,,missing,N/A,unknown,,unknown,,,,null
57.0,86.1,,,154.93,,18.9,0.0,5.0,,598.74,69.6,premium (legacy),crypto,?,,???,safari (old),,?,Divorced,PhD,"Jan 13, 2025",2026-02-19 20:20:27,NULL,null,FLASH50,Facebook,deleted,,Yes,NaN,,,N/A,???,null,???,,unknown,value_2,,???,NaN,N/A,???,NaN,???,N/A,,unknown,N/A,,???,???,N/A,value_3,missing,value_4,value_1,null
44.0,50.4,654.0,17.0,82.81,5.0,270.94,0.0,1.0,27.9,677.77,84.1,N/A,Bank Transfer,basic+,AU,???,Opera,Non-binary,Unemployed,Divorced,ms,28/09/2024,2026-02-05 20:20:27,16/10/2026,★★★★☆,SAVE20,Google,NULL,GMT,Yes,NaN,NaN,missing,NaN,null,NaN,,value_2,N/A,???,null,???,NaN,unknown,N/A,???,,null,null,???,N/A,unknown,unknown,,NaN,???,unknown,null,value_10,
33.0,42.3,652.0,10.0,14.51,8.0,68.79,0.0,7.0,62.3,,69.6,Enterprise,NA,NULL,??,Desktop,Safari,FEMALE,pt,separated,Associate,04/02/2025,invalid date,2027-02-22,null,??,Podcast,Active,UTC,true,N/A,???,unknown,unknown,NaN,unknown,???,NaN,value_7,value_10,,value_7,NaN,,missing,NaN,value_3,,value_2,unknown,null,value_7,N/A,,missing,,unknown,NaN,null,null
23.0,190.4,,22.0,19.21,23.0,78.76,1.0,4.0,,,64.8,Premium,Credit Card,Trial,fr,Tablet,chrome mobile,M,Retired,NULL,High School,,2026-02-12 20:20:27,NULL,NaN,None,,pending,GMT,0,null,,,null,???,value_3,value_10,value_8,,NaN,???,,NaN,,unknown,value_6,missing,value_6,N/A,value_8,???,unknown,missing,value_6,NaN,value_4,NaN,unknown,value_7,null
70.0,62.2,744.0,16.0,34.17,,196.13,8.0,29.0,37.0,,53.1,Budget,Bank Transfer,Basic,ES,laptop,Safari,Prefer not to say,N/A,separated,bs,,invalid date,20260202,Great product!,SAVE20,,deleted,,T,???,NaN,missing,unknown,,null,null,NaN,???,N/A,unknown,N/A,,N/A,NaN,missing,value_5,???,missing,,missing,value_5,N/A,,,???,missing,N/A,,NaN
,83.9,695.0,14.0,,24.0,,1.0,,35.6,447.15,45.2,Enterprise,Credit Card,Pro,CA,Mobile (iOS),Firefox,FEMALE,Self-employed,Divorced,hs,"Oct 03, 2025",2026-02-15 20:20:27,2026-08-21,★★★★☆,,unknown,Active,CST,true,,unknown,,NaN,null,value_8,,,,???,value_4,NaN,value_10,missing,???,missing,,null,unknown,missing,,???,missing,missing,,value_4,N/A,NaN,value_1,
49.0,33.5,614.0,18.0,285.44,107.0,31.17,3.0,,,100.0,20.5,,NA,expired,CA,Mobile,chrome mobile,Non-binary,Full-time,Widowed,High School,05/08/2024,2026-02-14 20:20:27,20260510,👍,,N/A,active?,,,value_7,unknown,,NaN,???,missing,,,NaN,,,NaN,,null,N/A,,N/A,,NaN,NaN,unknown,???,???,,unknown,N/A,N/A,???,???,
70.0,105.8,715.0,12.0,33.93,100.0,103.64,,1.0,17.1,955.35,,premium (legacy),NA,?,DE,Mobile,Firefox,FEMALE,Self-employed,Single,Bachelor's,20250124,2026-02-26 20:20:27,27/03/2026,N/A,expired,N/A,,,unsubscribed,???,,null,null,unknown,,unknown,,,,null,null,???,unknown,???,value_6,,missing,,null,,unknown,,,value_7,,value_2,unknown,,unknown
62.0,190.6,709.0,12.0,49.26,,16.25,5.0,2.0,44.9,1153.22,2.7,premium (legacy),,Free,au,Mobile,Safari,MALE,pt,Married,PhD,06/03/2024,2026-03-06 20:20:27,03/05/2026,not bad,SAVE20,,active?,PST,No,N/A,null,missing,???,???,value_1,null,???,unknown,NaN,missing,missing,N/A,value_2,null,value_2,null,,value_1,missing,missing,null,unknown,???,,value_2,null,null,NaN,missing
32.0,82.4,702.0,20.0,66.47,,38.26,0.0,1.0,37.2,263.81,61.1,Premium,Cash,basic+,JP,Android Phone,Chrome,Prefer not to say,Full-time,NULL,Associate,,2026-02-01 20:20:27,08/12/2026,Too expensive,INVALID,Twitter,deleted,PST,unsubscribed,missing,N/A,,???,null,,N/A,???,N/A,value_2,missing,missing,value_9,,,value_8,null,???,NaN,null,missing,unknown,NaN,NaN,,missing,,value_1,???,???
,945.537612332329,739.0,12.0,5.0,3.0,71.45,4.0,1.0,32.5,438.95,54.2,,Cash,NULL,IN,laptop,Firefox,NA,n/a,Widowed,hs,20241213,2026-03-25 20:20:27,NULL,Great product!,INVALID,direct,Active,PST,1,,unknown,missing,missing,,???,missing,N/A,missing,unknown,N/A,unknown,null,,NaN,,unknown,missing,???,???,,,N/A,???,???,null,,???,unknown,NaN
18.0,20.0,644.0,11.0,51.22,,115.0,0.0,1.0,34.6,896.55,76.3,,,expired,BR,Tablet,null,female,pt,Single,hs,,2026-03-07 20:20:27,NULL,meh,WELCOME10,Twitter,NULL,MST,unsubscribed,value_8,unknown,,???,value_8,missing,missing,value_7,value_3,NaN,N/A,???,NaN,NaN,null,,,???,,,???,NaN,value_7,unknown,NaN,null,,,unknown,unknown
50.0,44.3,651.0,,108.42,,36.76,1.0,2.0,,273573.3405882413,26.2,N/A,??,basic+,IN,laptop,safari (old),,ft,NULL,PhD,20240730,2026-01-31 20:20:27,2026-09-10,N/A,SAVE20,,Active,unknown,true,,value_9,,,null,missing,missing,???,???,null,null,null,null,missing,null,,NaN,,unknown,N/A,unknown,missing,missing,missing,NaN,???,null,null,,value_10
27.0,,683.0,14.0,5.0,15.0,,1.0,2.0,65.8,100.0,2.3,premium (legacy),??,NULL,N/A,Mobile,unknown,F,full-time,,PhD,11/09/2025,2026-04-12 20:20:27,24/03/2027,not bad,expired,Facebook,Suspended,PST,false,???,???,???,,missing,,,N/A,missing,value_4,???,null,unknown,value_1,missing,value_5,???,???,???,???,value_9,missing,,,,null,null,value_1,missing,???
47.0,244.5,750.0,17.0,,1.0,106.68,10.0,17.0,26.2,1064.66,4.2,Standard,crypto,Pro,UK,Mobile,Opera,Non-binary,pt,single (never married),Bachelor's,2025-07-24,invalid date,NULL,Terrible support,INVALID,N/A,pending,UTC,unsubscribed,,unknown,???,missing,missing,NaN,???,missing,,???,NaN,NaN,NaN,value_7,missing,missing,NaN,N/A,,???,,,N/A,value_8,???,missing,N/A,unknown,null,null
34.0,29.6,704.0,10.0,,15.0,,3.0,3.0,,500.23,31.0,Enterprise,Cash,basic+,,Mobile,safari (old),,N/A,,High School,,2026-04-18 20:20:27,20270114,Good service,None,Twitter,pending,N/A,subscribed,unknown,N/A,NaN,NaN,,N/A,,???,,N/A,missing,null,N/A,null,,value_3,,missing,,null,,null,null,unknown,N/A,null,N/A,NaN,,???
31.0,111.9,777.0,,6888.91018095759,,187.24,,,28.6,274.59,58.6,null,Bank Transfer,basic+,UK,PC,unknown,,Full-time,single (never married),ms,01/29/2026,invalid date,15/12/2026,Could be better,??,Podcast,,CST,false,NaN,,,???,unknown,NaN,???,,value_1,???,NaN,,,NaN,missing,N/A,unknown,NaN,N/A,null,unknown,null,N/A,???,,,value_4,N/A,value_8,N/A
31.0,140.7,722.0,10.0,13.02,41.0,118.33,3.0,1.0,22.3,282.72,72.1,Standard,PayPal,Basic,de,laptop,null,Non-binary,Self-employed,single (never married),phd,24/03/2026,2026-02-24 20:20:27,2026-09-03,N/A,SAVE20,,deleted,EST,,???,,N/A,,value_8,,null,unknown,value_8,value_10,,N/A,NaN,,NaN,,,,unknown,unknown,NaN,N/A,N/A,NaN,value_4,???,value_9,,???,
42.0,32.9,,16.0,15.6,,,1.0,128.0,35.3,100.0,65.8,Unknown,Credit Card,expired,UK,Mobile (iOS),safari (old),,Unemployed,Divorced,hs,"Oct 04, 2024",2026-03-11 20:20:27,01/05/2026,NaN,None,Twitter,NULL,UTC,No,,???,unknown,???,,null,NaN,value_3,,null,,N/A,null,,,???,,null,missing,,unknown,value_2,missing,N/A,N/A,NaN,null,N/A,???,N/A
33.0,,,23.0,24.19,5.0,,3.0,10.0,24.5,117.6,60.6,,??,basic+,US,Android Phone,Edge,Non-binary,ft,Single,Associate,2026-01-16,invalid date,13/04/2027,,SAVE20,N/A,NULL,MST,false,missing,unknown,NaN,unknown,value_7,unknown,missing,null,,N/A,missing,N/A,value_10,NaN,NaN,,N/A,unknown,NaN,value_3,NaN,NaN,null,null,missing,unknown,missing,N/A,NaN,N/A
48.0,112.3,601.0,13.0,15.24,18.0,80.19,1.0,42.0,29.5,788.81,83.4,Budget,,Trial,BR,Mobile (iOS),unknown,,Retired,,bs,20250430,2026-03-22 20:20:27,2026-07-17,not bad,INVALID,Twitter,pending,AST,unsubscribed,???,,N/A,missing,N/A,NaN,NaN,NaN,,unknown,unknown,,N/A,value_5,unknown,null,missing,missing,???,???,,unknown,???,,NaN,missing,,missing,null,N/A
24.0,,774.0,23.0,,,,,,57.2,897.58,53.8,Unknown,Credit Card,Pro,FR,laptop,unknown,,Student,Single,,"Mar 09, 2026",2026-04-01 20:20:27,01/26/2027,meh,??,N/A,NULL,CST,false,NaN,NaN,missing,null,null,missing,NaN,NaN,missing,missing,value_8,,NaN,,,,NaN,???,NaN,null,???,missing,???,unknown,???,NaN,missing,value_9,unknown,value_3
49.0,39.4,675.0,,24.98,22.0,237.75,2.0,10.0,34.7,17848.68,16.8,,Bank Transfer,Basic,JP,Mobile (iOS),Chrome,Prefer not to say,N/A,Divorced,Bachelor's,"Mar 26, 2025",2026-02-21 20:20:27,08/28/2026,N/A,WELCOME10,Google,Active,CST,1,missing,unknown,NaN,null,,N/A,,N/A,null,unknown,null,null,???,missing,NaN,,,NaN,,null,missing,unknown,,unknown,null,null,,N/A,N/A,
56.0,20.0,674.0,25.0,85.29,38.0,48.67,2.0,10.0,47.1,,34.5,Enterprise,NA,Free,UK,Android Phone,safari (old),NA,N/A,NULL,,,2026-03-01 20:20:27,"Jul 29, 2026",WILL NEVER BUY AGAIN,,,Active,unknown,No,,NaN,???,,,missing,NaN,value_2,value_9,,NaN,null,N/A,value_9,N/A,,value_10,null,,NaN,,unknown,missing,null,missing,NaN,,,null,
54.0,20.0,677.0,16.0,40.14,6.0,,0.0,3.0,45.8,201.2,95.6,N/A,Cash,Enterprise,BR,Mobile,Safari,female,Self-employed,separated,Master's,23/10/2025,invalid date,NULL,★★★★☆,,Google,NULL,,,???,,N/A,???,null,N/A,value_6,N/A,,null,NaN,NaN,,,,,unknown,,N/A,,value_1,null,,N/A,unknown,,value_5,null,NaN,unknown
34.0,23.4,688.0,10.0,28.34,4.0,35.18,,2.0,20.2,1262.88,79.8,Enterprise,??,Trial,BR,Desktop,Opera,,Student,NULL,ms,,2026-03-30 20:20:27,17/01/2026,👍,None,Facebook,,EST,unsubscribed,???,null,NaN,,,,null,NaN,value_6,missing,N/A,unknown,,value_5,unknown,value_9,N/A,unknown,missing,value_8,N/A,NaN,null,N/A,,,null,N/A,,
,95.3,675.0,13.0,5.0,1.0,,,2.0,64.6,1459.02,53.4,,PayPal,?,IN,Tablet,null,,?,Widowed,Master's,"Jan 17, 2026",2026-02-08 20:20:27,2027-01-15,Could be better,INVALID,,deleted,MST,,unknown,unknown,NaN,missing,NaN,unknown,value_3,,missing,missing,???,missing,N/A,missing,???,NaN,,value_1,unknown,???,null,,missing,null,,value_7,,N/A,unknown,NaN
31.0,125.9,673.0,12.0,,26.0,85.83,,,27.8,,44.8,premium (legacy),Bank Transfer,Free,br,Mobile,Edge,FEMALE,?,Divorced,PhD,20250131,2026-04-13 20:20:27,"Sep 27, 2026",So-so,,Facebook,Churned,GMT,F,,,null,N/A,,null,NaN,null,missing,null,null,missing,missing,NaN,,unknown,,unknown,,unknown,null,NaN,,N/A,N/A,null,???,???,unknown,
,,614.0,17.0,27.32,,,1.0,41.0,,649519.3941719022,46.3,null,,Basic,US,???,Opera,F,N/A,Divorced,Some College,20250303,2026-02-17 20:20:27,NULL,null,SAVE20,Google,active?,unknown,subscribed,,missing,missing,missing,N/A,NaN,NaN,value_1,,,,N/A,???,unknown,NaN,NaN,,missing,N/A,,NaN,,,N/A,,NaN,,,???,missing
61.0,78.8,805.0,8.0,43.83,,58.71,1.0,2.0,48.6,,27.0,Enterprise,Credit Card,basic+,JP,???,safari (old),Prefer not to say,Full-time,Married,PhD,20251101,invalid date,20251230,null,,Podcast,Suspended,unknown,Yes,value_6,value_8,N/A,null,unknown,,value_1,value_8,value_10,NaN,???,unknown,???,null,null,NaN,N/A,???,unknown,missing,value_9,???,value_2,,missing,value_8,unknown,NaN,unknown,???
,20.0,639.0,16.0,,3.0,57.48,1.0,10.0,32.7,236.01,85.5,premium (legacy),??,NULL,,Desktop,Chrome,NA,Part-time,single (never married),hs,16/12/2025,2026-02-15 20:20:27,2026-08-26,Could be better,WELCOME10,N/A,Inactive,AST,No,,???,null,missing,N/A,value_7,null,,unknown,value_2,,,missing,,N/A,NaN,,N/A,,missing,null,value_5,missing,null,null,value_10,???,N/A,,value_8
42.0,48.1,721.0,12.0,14.1,,46.87,2.0,,48.8,26482.283534092046,88.6,,crypto,?,IN,Desktop,unknown,Prefer not to say,Part-time,Divorced,bs,20250110,2026-04-05 20:20:27,22/10/2026,NaN,,direct,,unknown,,value_6,missing,value_2,unknown,NaN,null,missing,value_6,N/A,,value_3,missing,N/A,???,,missing,???,missing,unknown,value_1,NaN,,???,N/A,,???,???,,N/A,NaN
56.0,143.7,607.0,13.0,,0.0,67.78,0.0,4.0,33.2,100.0,20.1,,,basic+,ES,Mobile,Firefox,male,N/A,Divorced,Some College,20241206,invalid date,15/12/2026,null,None,,Active,GMT,false,null,,null,,NaN,NaN,unknown,null,NaN,???,NaN,NaN,null,missing,null,,,null,,,N/A,,missing,N/A,null,,N/A,unknown,???,missing
,20.0,749.0,12.0,80.99,,,,2.0,27.4,642.92,,Standard,Credit Card,?,ES,Desktop,Edge,,?,,bs,10/06/2025,2026-04-01 20:20:27,20270218,👍,,Twitter,deleted,PST,subscribed,???,missing,,null,unknown,???,NaN,NaN,,,???,N/A,,unknown,,value_6,missing,unknown,,,N/A,N/A,unknown,NaN,unknown,missing,N/A,N/A,N/A,value_1
48.0,24.5,620.0,11.0,38.59,5.0,,1.0,1.0,39.1,525.71,0.5,Premium,Cash,Free,US,PC,Safari,Non-binary,N/A,Married,Some College,10/04/2025,2026-02-18 20:20:27,20270214,,WELCOME10,N/A,Active,,true,NaN,null,???,missing,NaN,unknown,null,,unknown,,value_1,N/A,missing,NaN,null,,???,N/A,NaN,,NaN,NaN,???,missing,NaN,,???,unknown,unknown,
34.0,20.0,713.0,26.0,8.45,17.0,27.17,0.0,33.0,,3006.34,84.9,premium (legacy),,Pro,BR,???,safari (old),MALE,Part-time,Widowed,High School,20240531,2026-04-10 20:20:27,NULL,👍,SAVE20,Friend,,AST,unsubscribed,null,NaN,N/A,unknown,,missing,,,value_4,NaN,unknown,null,,missing,,,unknown,unknown,missing,,NaN,unknown,NaN,NaN,???,unknown,unknown,???,NaN,missing
51.0,,735.0,14.0,7.9,2.0,,0.0,6.0,,2779.71,40.7,Unknown,Bank Transfer,expired,US,,safari (old),,retired,separated,Master's,"Dec 29, 2024",2026-02-19 20:20:27,20270415,So-so,None,Podcast,NULL,EST,,???,N/A,NaN,missing,???,NaN,unknown,null,,,null,???,,null,,unknown,value_2,null,,,,,,,N/A,,unknown,null,null,unknown
60.0,2853.0862195498557,641.0,21.0,29.05,16.0,55.28,0.0,2.0,64.0,,62.4,Budget,NA,Trial,AU,Tablet,Edge,MALE,?,,hs,01/10/2026,2026-03-14 20:20:27,"Aug 22, 2026",,INVALID,direct,Inactive,N/A,,missing,N/A,N/A,value_2,unknown,,???,,value_4,unknown,N/A,,value_6,,unknown,value_10,???,???,???,null,N/A,unknown,,value_1,NaN,,unknown,NaN,???,N/A
,54.0,725.0,21.0,67.71,3.0,85.65,0.0,1.0,39.5,1550.42,,null,PayPal,Free,de,Desktop,Safari,F,N/A,Single,ms,24/04/2025,invalid date,12/21/2025,★★★★☆,WELCOME10,Friend,pending,MST,unsubscribed,,missing,???,missing,null,value_3,,missing,???,null,N/A,null,unknown,missing,,???,,???,NaN,unknown,value_5,null,,???,null,???,missing,missing,???,null
25.0,51.8,728.0,15.0,111.88,,56.06,1.0,2.0,44.7,1308.42,73.8,Standard,Bank Transfer,Enterprise,FR,Desktop,Opera,female,student,Married,,07/09/2024,2026-02-23 20:20:27,NULL,Could be better,,,deleted,MST,,N/A,missing,???,???,unknown,null,value_7,unknown,missing,NaN,null,N/A,unknown,missing,,value_6,N/A,,,,unknown,,null,missing,N/A,???,NaN,???,N/A,N/A
47.0,102.8,670.0,22.0,245.46369369146316,12.0,86.69,2.0,1.0,,1334.81,35.5,null,Cash,Free,CA,Mobile (iOS),safari (old),,Self-employed,Married,Associate,"Apr 03, 2026",2026-04-02 20:20:27,"Jun 02, 2026",So-so,,Twitter,NULL,,F,missing,,N/A,,,???,N/A,unknown,N/A,null,value_8,,null,missing,unknown,???,null,,unknown,unknown,???,NaN,missing,null,???,,N/A,???,NaN,???
34.0,,,17.0,57.38,,,3.0,1.0,48.7,554.3,,Premium,PayPal,NULL,??,PC,safari (old),NA,pt,Single,Associate,20250616,invalid date,NULL,So-so,??,Friend,Churned,,,,,NaN,unknown,N/A,,???,,missing,null,???,,missing,unknown,missing,missing,,null,null,,missing,,unknown,,missing,,N/A,missing,,missing
18.0,75.4,646.0,11.0,,,93.16,5.0,1.0,50.1,160.98,88.6,premium (legacy),crypto,Free,DE,Desktop,Firefox,M,Self-employed,,Some College,20250826,2026-02-19 20:20:27,2026-03-24,NaN,SAVE20,Podcast,Inactive,EST,No,,unknown,unknown,unknown,N/A,unknown,unknown,null,,null,NaN,N/A,,???,,unknown,,???,,N/A,???,missing,null,???,???,NaN,NaN,NaN,,
48.0,183.5,699.0,9.0,19.49,18.0,119.25,0.0,,26.2,100.0,48.1,null,Cash,Basic,DE,???,Chrome,MALE,ft,Divorced,,2025-02-12,2026-03-05 20:20:27,06/23/2026,null,WELCOME10,N/A,active?,N/A,true,unknown,unknown,,,null,NaN,NaN,value_4,missing,NaN,???,N/A,,NaN,NaN,N/A,unknown,,unknown,N/A,,,,,missing,N/A,value_3,NaN,N/A,missing
41.0,82.9,746.0,19.0,33.52,9.0,129.6,0.0,5.0,,807.48,41.3,Budget,Bank Transfer,basic+,,Mobile,null,female,self-employed,,phd,2024-05-11,invalid date,"Feb 22, 2026",So-so,,N/A,pending,UTC,No,null,???,unknown,,null,,NaN,value_7,unknown,N/A,,N/A,value_6,NaN,missing,N/A,N/A,,N/A,unknown,,???,N/A,NaN,value_3,,value_9,,missing,value_10
58.0,97.9,699.0,16.0,44.59,96.0,73.61,0.0,2.0,46.1,1440.99,35.4,Premium,crypto,NULL,US,Android Phone,Opera,F,pt,,,20250405,2026-03-07 20:20:27,20260507,Good service,None,,deleted,EST,T,,NaN,,N/A,,missing,,null,null,missing,,value_8,missing,,???,unknown,,???,missing,NaN,NaN,missing,NaN,,,value_6,unknown,missing,,
46.0,31.2,687.0,16.0,9.15,8.0,74.74,,1.0,51.9,100.0,48.0,null,Cash,Trial,US,laptop,chrome mobile,female,Self-employed,,PhD,"Jan 27, 2025",2026-03-10 20:20:27,NULL,meh,,Email,NULL,UTC,0,N/A,missing,,NaN,unknown,,unknown,,value_8,NaN,???,N/A,NaN,???,???,unknown,N/A,NaN,missing,value_1,unknown,N/A,,???,null,???,NaN,NaN,N/A,value_10
78.0,20.0,695.0,4.0,24.48,31.0,33.92,0.0,73.0,60.5,106.87,15.4,Unknown,crypto,Basic,DE,,Chrome,,ft,Single,High School,08/03/2025,2026-02-05 20:20:27,11/19/2025,,,N/A,pending,unknown,Yes,???,value_1,,NaN,,missing,null,N/A,,NaN,NaN,unknown,N/A,missing,unknown,,,missing,,,NaN,N/A,???,,unknown,???,null,missing,null,N/A
,37.8,,14.0,22.13,,15.38,1.0,16.0,18.8,509.44,,null,Cash,expired,ca,Mobile (iOS),Firefox,Prefer not to say,Full-time,NULL,bs,04/18/2025,2026-02-13 20:20:27,2026-11-17,,FLASH50,unknown,pending,PST,1,unknown,N/A,null,N/A,unknown,NaN,unknown,null,null,,value_4,missing,N/A,null,value_8,value_3,,missing,null,???,,NaN,null,,???,unknown,NaN,null,,
,39.0,643.0,,9.83,,102.48,13.0,,50.2,,77.9,Standard,Credit Card,Enterprise,US,Android Phone,chrome mobile,male,pt,Married,hs,"Jan 24, 2026",2026-02-03 20:20:27,2026-07-03,N/A,expired,N/A,NULL,PST,Yes,N/A,,null,N/A,N/A,null,,,value_5,,value_1,NaN,???,???,,missing,,unknown,N/A,,,unknown,unknown,unknown,unknown,value_1,N/A,???,value_6,unknown
35.0,157.1,650.0,15.0,180.26,51.0,,1.0,1.0,54.6,100.0,26.5,Standard,PayPal,Basic,es,,Edge,Prefer not to say,Part-time,,hs,"Apr 25, 2024",2026-03-29 20:20:27,2027-01-15,,,unknown,deleted,CST,,N/A,,unknown,null,,value_3,null,NaN,,unknown,???,value_6,???,,value_9,???,null,missing,,unknown,N/A,,???,???,???,,N/A,,null,NaN
45.0,3943.5909358803706,699.0,18.0,14.15,0.0,64.88,,1.0,,329.21,,,Cash,Enterprise,??,PC,Chrome,,Self-employed,,Associate,17/03/2026,2026-03-28 20:20:27,NULL,meh,SAVE20,Google,pending,MST,F,,,null,null,missing,,???,unknown,???,missing,???,???,,N/A,N/A,NaN,,missing,,???,null,null,N/A,null,missing,missing,,N/A,null,null
23.0,,,9.0,19.7,33.0,201.04,,1.0,16.1,965.54,32.5,N/A,??,?,DE,,null,Prefer not to say,Retired,NULL,Associate,20241028,2026-01-28 20:20:27,29/03/2026,Good service,INVALID,direct,Suspended,N/A,subscribed,N/A,missing,,null,,,,null,NaN,unknown,,???,unknown,null,NaN,,unknown,null,,value_6,unknown,value_1,null,,,,unknown,NaN,???,N/A
